Tanggal;Terakhir;Pembukaan;Tertinggi;Terendah;Vol.;Perubahan%
22/02/23;1825,04;1834,71;1846,26;1823,05;;-0,51%
23/02/23;1822,64;1825,12;1834,43;1817,55;;-0,13%
24/02/23;1810,81;1822,74;1827,98;1808,91;;-0,65%
27/02/23;1817,31;1812,01;1820,22;1806,68;;0,36%
28/02/23;1827,15;1817,38;1831,27;1804,65;;0,54%
01/03/23;1836,81;1827,24;1845,05;1823,05;;0,53%
02/03/23;1836,00;1837,20;1838,94;1829,44;;-0,04%
03/03/23;1854,97;1836,10;1856,47;1834,51;;1,03%
06/03/23;1846,85;1855,35;1858,84;1845,08;;-0,44%
07/03/23;1813,52;1846,92;1852,26;1812,72;;-1,80%
08/03/23;1813,59;1813,61;1824,38;1809,40;;0,00%
09/03/23;1830,89;1813,65;1835,56;1811,84;;0,95%
10/03/23;1867,83;1830,96;1870,28;1827,71;;2,02%
13/03/23;1913,23;1869,01;1914,79;1869,01;;2,43%
14/03/23;1902,12;1913,19;1914,52;1895,17;;-0,58%
15/03/23;1918,10;1903,91;1937,46;1885,78;;0,84%
16/03/23;1919,12;1920,54;1934,12;1907,55;;0,05%
17/03/23;1987,93;1920,00;1989,80;1918,33;;3,59%
20/03/23;1978,71;1987,59;2010,19;1965,77;;-0,46%
21/03/23;1940,15;1979,17;1985,30;1935,41;;-1,95%
22/03/23;1969,58;1940,44;1978,93;1934,33;;1,52%
23/03/23;1993,50;1967,91;2003,43;1964,39;;1,21%
24/03/23;1977,22;1993,99;2003,19;1975,18;;-0,82%
27/03/23;1956,56;1977,66;1979,89;1943,68;;-1,04%
28/03/23;1973,69;1957,23;1975,45;1948,66;;0,88%
29/03/23;1964,04;1972,82;1974,64;1958,62;;-0,49%
30/03/23;1980,25;1962,58;1984,40;1955,44;;0,83%
31/03/23;1967,90;1978,62;1987,84;1966,89;;-0,62%
03/04/23;1984,11;1970,84;1990,64;1949,82;;0,82%
04/04/23;2019,97;1984,59;2025,19;1977,01;;1,81%
05/04/23;2020,35;2020,44;2032,20;2009,99;;0,02%
06/04/23;2008,02;2020,13;2021,63;2000,88;;-0,61%
10/04/23;1989,95;2008,30;2011,17;1981,59;;-0,90%
11/04/23;2003,14;1990,36;2007,58;1988,72;;0,66%
12/04/23;2014,67;2003,67;2028,40;2001,18;;0,58%
13/04/23;2039,73;2014,00;2048,84;2012,45;;1,24%
14/04/23;2003,04;2040,40;2047,60;1992,41;;-1,80%
17/04/23;1994,77;2001,85;2015,13;1981,34;;-0,41%
18/04/23;2004,93;1995,19;2011,98;1991,33;;0,51%
19/04/23;1993,26;2007,49;2008,33;1969,28;;-0,58%
20/04/23;2004,34;1993,58;2012,74;1990,49;;0,56%
21/04/23;1982,89;2004,29;2005,75;1971,65;;-1,07%
24/04/23;1988,88;1981,34;1990,97;1974,19;;0,30%
25/04/23;1997,87;1991,45;2003,90;1976,14;;0,45%
26/04/23;1989,48;2000,63;2009,51;1983,43;;-0,42%
27/04/23;1987,87;1987,58;2003,45;1973,80;;-0,08%
28/04/23;1989,65;1986,75;1995,13;1976,08;;0,09%
01/05/23;1982,05;1991,34;2006,05;1977,05;;-0,38%
02/05/23;2016,28;1982,81;2019,54;1978,38;;1,73%
03/05/23;2039,02;2014,80;2040,69;2007,96;;1,13%
04/05/23;2051,11;2036,86;2073,29;2030,34;;0,59%
05/05/23;2016,54;2051,73;2053,13;1999,30;;-1,69%
08/05/23;2021,39;2015,95;2029,63;2014,10;;0,24%
09/05/23;2034,17;2022,24;2037,70;2019,50;;0,63%
10/05/23;2029,51;2034,19;2048,22;2021,57;;-0,23%
11/05/23;2015,55;2030,56;2041,44;2011,19;;-0,69%
12/05/23;2011,15;2015,19;2022,56;2001,05;;-0,22%
15/05/23;2020,60;2011,72;2022,20;2007,28;;0,47%
16/05/23;1988,60;2015,90;2018,94;1985,47;;-1,58%
17/05/23;1981,72;1988,94;1993,13;1974,80;;-0,35%
18/05/23;1958,05;1981,52;1986,12;1951,97;;-1,19%
19/05/23;1976,56;1957,40;1984,09;1954,05;;0,94%
22/05/23;1969,43;1977,80;1982,66;1968,40;;-0,36%
23/05/23;1974,73;1971,99;1977,80;1954,29;;0,27%
24/05/23;1957,01;1975,19;1985,30;1956,51;;-0,90%
25/05/23;1940,34;1958,13;1964,95;1938,86;;-0,85%
26/05/23;1946,33;1940,69;1957,40;1936,84;;0,31%
29/05/23;1942,84;1944,09;1949,75;1940,30;;-0,18%
30/05/23;1959,14;1944,19;1963,63;1932,08;;0,84%
31/05/23;1962,30;1959,30;1975,34;1953,67;;0,16%
01/06/23;1977,88;1962,80;1983,27;1953,43;;0,79%
02/06/23;1947,63;1978,14;1983,52;1947,67;;-1,53%
05/06/23;1961,76;1947,59;1964,13;1938,14;;0,73%
06/06/23;1962,85;1962,11;1966,85;1954,00;;0,06%
07/06/23;1939,63;1963,59;1970,26;1939,80;;-1,18%
08/06/23;1967,76;1940,59;1970,50;1939,81;;1,45%
09/06/23;1960,60;1968,10;1973,09;1956,73;;-0,36%
12/06/23;1956,92;1960,25;1967,55;1948,80;;-0,19%
13/06/23;1943,33;1957,69;1970,74;1939,99;;-0,69%
14/06/23;1942,99;1943,49;1960,41;1939,73;;-0,02%
15/06/23;1957,65;1943,44;1960,34;1925,30;;0,75%
16/06/23;1957,36;1957,68;1968,00;1953,42;;-0,01%
19/06/23;1950,12;1957,99;1958,93;1947,80;;-0,37%
20/06/23;1935,91;1950,90;1956,87;1929,77;;-0,73%
21/06/23;1932,26;1935,42;1939,55;1919,34;;-0,19%
22/06/23;1913,52;1932,09;1935,00;1912,34;;-0,97%
23/06/23;1921,36;1913,80;1937,10;1910,24;;0,41%
26/06/23;1922,85;1924,30;1933,48;1921,59;;0,08%
27/06/23;1913,35;1923,21;1930,85;1911,19;;-0,49%
28/06/23;1907,42;1913,59;1917,24;1902,84;;-0,31%
29/06/23;1908,15;1908,80;1913,15;1893,01;;0,04%
30/06/23;1919,57;1908,53;1922,90;1900,56;;0,60%
03/07/23;1921,43;1919,40;1931,09;1910,10;;0,10%
04/07/23;1925,09;1921,78;1930,84;1919,90;;0,19%
05/07/23;1917,32;1925,90;1935,17;1914,48;;-0,40%
06/07/23;1910,80;1916,05;1927,69;1902,68;;-0,34%
07/07/23;1924,28;1911,07;1934,92;1909,56;;0,71%
10/07/23;1924,99;1925,19;1928,31;1912,68;;0,04%
11/07/23;1931,99;1925,40;1938,69;1924,40;;0,36%
12/07/23;1957,09;1932,59;1959,82;1932,18;;1,30%
13/07/23;1960,19;1957,44;1963,69;1952,71;;0,16%
14/07/23;1954,93;1961,58;1963,81;1951,00;;-0,27%
17/07/23;1954,74;1954,90;1959,91;1945,82;;-0,01%
18/07/23;1978,71;1954,59;1984,39;1954,44;;1,23%
19/07/23;1977,25;1978,97;1981,05;1969,75;;-0,07%
20/07/23;1969,62;1976,80;1987,59;1965,40;;-0,39%
21/07/23;1960,23;1969,99;1973,89;1956,82;;-0,48%
24/07/23;1954,51;1962,09;1967,97;1953,42;;-0,29%
25/07/23;1964,58;1955,20;1966,03;1953,21;;0,52%
26/07/23;1972,10;1964,99;1978,31;1961,99;;0,38%
27/07/23;1944,99;1972,08;1982,24;1942,61;;-1,38%
28/07/23;1959,20;1944,27;1963,71;1944,27;;0,73%
31/07/23;1964,19;1959,49;1972,44;1951,00;;0,25%
01/08/23;1944,08;1965,10;1966,24;1941,20;;-1,02%
02/08/23;1933,56;1945,74;1955,40;1933,00;;-0,54%
03/08/23;1933,74;1934,66;1939,03;1929,55;;0,01%
04/08/23;1941,62;1934,12;1947,19;1929,75;;0,41%
07/08/23;1936,39;1942,59;1946,81;1931,53;;-0,27%
08/08/23;1924,82;1936,76;1938,15;1922,50;;-0,60%
09/08/23;1914,59;1925,16;1932,48;1914,05;;-0,53%
10/08/23;1912,06;1914,94;1930,11;1911,73;;-0,13%
11/08/23;1913,32;1912,65;1921,15;1910,94;;0,07%
14/08/23;1907,90;1913,67;1916,55;1902,20;;-0,28%
15/08/23;1901,56;1907,40;1912,19;1896,15;;-0,33%
16/08/23;1891,76;1901,59;1907,90;1891,30;;-0,52%
17/08/23;1888,89;1892,20;1903,90;1884,50;;-0,15%
18/08/23;1888,19;1889,49;1897,44;1886,20;;-0,04%
21/08/23;1893,94;1889,40;1899,05;1884,50;;0,30%
22/08/23;1897,47;1895,09;1905,05;1888,60;;0,19%
23/08/23;1914,31;1897,80;1920,94;1897,23;;0,89%
24/08/23;1917,43;1914,15;1923,94;1911,35;;0,16%
25/08/23;1914,53;1917,80;1923,09;1903,40;;-0,15%
28/08/23;1919,66;1916,09;1926,19;1912,83;;0,27%
29/08/23;1937,12;1920,23;1938,41;1914,00;;0,91%
30/08/23;1942,24;1937,48;1949,04;1934,94;;0,26%
31/08/23;1939,74;1942,61;1948,19;1938,86;;-0,13%
01/09/23;1938,80;1940,19;1953,44;1934,59;;-0,05%
04/09/23;1938,19;1940,49;1946,42;1936,15;;-0,03%
05/09/23;1925,81;1938,59;1939,13;1925,22;;-0,64%
06/09/23;1916,28;1926,16;1929,80;1914,80;;-0,50%
07/09/23;1919,19;1916,86;1923,67;1916,10;;0,15%
08/09/23;1917,81;1919,57;1930,19;1917,36;;-0,07%
11/09/23;1921,66;1919,16;1930,90;1916,90;;0,20%
12/09/23;1913,26;1922,90;1925,05;1907,15;;-0,44%
13/09/23;1906,30;1913,55;1916,30;1905,50;;-0,36%
14/09/23;1910,32;1906,68;1912,99;1900,95;;0,21%
15/09/23;1923,57;1910,90;1930,84;1909,74;;0,69%
18/09/23;1933,14;1924,19;1934,61;1922,15;;0,50%
19/09/23;1930,94;1933,68;1937,94;1929,71;;-0,11%
20/09/23;1929,68;1931,69;1947,80;1927,90;;-0,07%
21/09/23;1919,57;1930,99;1931,74;1913,40;;-0,52%
22/09/23;1924,99;1920,08;1929,65;1919,58;;0,28%
25/09/23;1915,66;1925,24;1927,26;1915,00;;-0,48%
26/09/23;1900,49;1916,03;1916,89;1899,17;;-0,79%
27/09/23;1874,70;1900,69;1903,95;1872,47;;-1,36%
28/09/23;1864,56;1875,73;1880,15;1857,76;;-0,54%
29/09/23;1848,31;1865,43;1880,24;1846,34;;-0,87%
02/10/23;1827,40;1848,13;1849,06;1826,60;;-1,13%
03/10/23;1822,81;1827,96;1833,36;1814,70;;-0,25%
04/10/23;1821,08;1824,30;1831,05;1816,15;;-0,10%
05/10/23;1820,01;1820,49;1829,30;1812,70;;-0,06%
06/10/23;1832,26;1820,40;1834,97;1810,10;;0,67%
09/10/23;1860,88;1832,74;1864,15;1832,63;;1,56%
10/10/23;1860,09;1861,27;1865,65;1852,65;;-0,04%
11/10/23;1873,61;1859,99;1877,22;1858,60;;0,73%
12/10/23;1868,65;1874,10;1885,30;1866,92;;-0,26%
13/10/23;1931,70;1869,02;1933,76;1868,94;;3,37%
16/10/23;1919,44;1929,30;1931,80;1907,65;;-0,63%
17/10/23;1923,07;1920,14;1931,56;1911,85;;0,19%
18/10/23;1947,69;1923,70;1962,74;1923,05;;1,28%
19/10/23;1973,70;1947,99;1977,86;1945,18;;1,34%
20/10/23;1981,04;1974,31;1997,27;1971,93;;0,37%
23/10/23;1972,59;1972,90;1983,40;1964,36;;-0,43%
24/10/23;1970,11;1972,97;1980,99;1953,50;;-0,13%
25/10/23;1979,62;1971,36;1987,19;1963,34;;0,48%
26/10/23;1984,82;1979,97;1994,05;1971,60;;0,26%
27/10/23;2005,78;1985,17;2009,48;1976,35;;1,06%
30/10/23;1995,88;2004,80;2007,37;1990,50;;-0,49%
31/10/23;1982,70;1996,00;2007,80;1978,90;;-0,66%
01/11/23;1982,15;1983,01;1992,09;1969,90;;-0,03%
02/11/23;1985,51;1983,53;1991,49;1978,90;;0,17%
03/11/23;1992,27;1985,69;2004,06;1983,26;;0,34%
06/11/23;1977,68;1992,30;1993,30;1977,52;;-0,73%
07/11/23;1968,40;1978,19;1978,75;1956,20;;-0,47%
08/11/23;1949,79;1968,84;1971,12;1947,48;;-0,95%
09/11/23;1958,19;1950,09;1965,69;1944,30;;0,43%
10/11/23;1936,79;1958,40;1960,93;1933,18;;-1,09%
13/11/23;1945,89;1937,05;1949,27;1931,73;;0,47%
14/11/23;1962,67;1946,19;1970,84;1943,40;;0,86%
15/11/23;1959,09;1963,05;1975,59;1955,41;;-0,18%
16/11/23;1980,85;1959,44;1988,03;1956,49;;1,11%
17/11/23;1980,01;1981,21;1993,94;1978,59;;-0,04%
20/11/23;1977,19;1980,39;1985,26;1965,20;;-0,14%
21/11/23;1998,37;1977,49;2007,52;1977,34;;1,07%
22/11/23;1989,72;1998,69;2006,90;1986,89;;-0,43%
23/11/23;1991,79;1990,15;1999,19;1989,01;;0,10%
24/11/23;2001,97;1994,06;2003,68;1991,40;;0,51%
27/11/23;2013,64;2002,78;2018,14;2000,67;;0,58%
28/11/23;2040,89;2013,94;2043,00;2011,60;;1,35%
29/11/23;2044,59;2041,24;2052,09;2035,05;;0,18%
30/11/23;2035,75;2044,80;2047,59;2031,84;;-0,43%
01/12/23;2070,90;2034,49;2075,34;2033,75;;1,73%
04/12/23;2029,74;2071,25;2135,90;2020,34;;-1,99%
05/12/23;2019,42;2030,15;2041,33;2010,02;;-0,51%
06/12/23;2024,90;2019,74;2036,30;2017,27;;0,27%
07/12/23;2028,34;2025,30;2039,93;2020,26;;0,17%
08/12/23;2003,39;2028,69;2034,19;1994,74;;-1,23%
11/12/23;1981,30;2003,60;2008,72;1975,95;;-1,10%
12/12/23;1979,44;1981,59;1996,80;1977,19;;-0,09%
13/12/23;2026,39;1979,74;2027,55;1973,09;;2,37%
14/12/23;2035,53;2026,59;2047,98;2024,33;;0,45%
15/12/23;2018,19;2035,80;2045,55;2015,68;;-0,85%
18/12/23;2027,00;2020,09;2033,71;2015,99;;0,44%
19/12/23;2040,12;2027,30;2047,07;2021,74;;0,65%
20/12/23;2029,19;2040,34;2043,94;2029,37;;-0,54%
21/12/23;2045,49;2029,44;2046,07;2029,44;;0,80%
22/12/23;2052,98;2045,84;2070,65;2045,65;;0,37%
25/12/23;2054,93;2054,32;2058,36;2053,96;;0,10%
26/12/23;2066,60;2055,73;2068,65;2053,59;;0,57%
27/12/23;2077,16;2066,70;2084,59;2061,00;;0,51%
28/12/23;2064,86;2077,34;2088,54;2065,89;;-0,59%
29/12/23;2062,59;2065,15;2075,15;2057,75;;-0,11%
01/01/24;2063,80;2064,24;2074,90;2063,30;;0,06%
