No;Date;Open;High;Low;Close;Volume;;;
27;Feb 10, 2021;1.842,60;1.851,10;1.837,00;1.840,60;543,00;;;
28;Feb 11, 2021;1.840,50;1.845,00;1.820,90;1.824,90;602,00;;;
29;Feb 12, 2021;1.825,00;1.827,50;1.809,20;1.821,60;259,00;;;
30;Feb 16, 2021;1.820,90;1.823,40;1.787,30;1.797,20;1.141,00;;;
31;Feb 17, 2021;1.785,80;1.789,70;1.768,80;1.771,10;614,00;;;
32;Feb 18, 2021;1.776,10;1.784,60;1.766,00;1.773,40;587,00;;;
33;Feb 19, 2021;1.764,30;1.787,60;1.764,30;1.775,80;118,00;;;
34;Feb 22, 2021;1.784,00;1.807,80;1.784,00;1.806,70;165,00;;;
35;Feb 23, 2021;1.809,60;1.811,30;1.796,40;1.804,40;569,00;;;
36;Feb 24, 2021;1.805,80;1.805,80;1.796,40;1.796,40;15,00;;;
37;Feb 25, 2021;1.801,50;1.802,00;1.766,70;1.774,40;1.049,00;;;
38;Feb 26, 2021;1.768,10;1.768,20;1.718,80;1.728,10;1.593,00;;;
39;Mar 01, 2021;1.737,10;1.747,00;1.720,30;1.722,50;407,00;;;
40;Mar 02, 2021;1.709,40;1.733,10;1.708,70;1.733,10;867,00;;;
41;Mar 03, 2021;1.730,00;1.732,40;1.703,50;1.715,30;501,00;;;
42;Mar 04, 2021;1.706,50;1.717,40;1.700,20;1.700,20;521,00;;;
43;Mar 05, 2021;1.690,60;1.701,00;1.685,00;1.698,00;302,00;;;
44;Mar 08, 2021;1.704,70;1.705,40;1.673,70;1.677,70;129,00;;;
45;Mar 09, 2021;1.686,20;1.717,50;1.685,20;1.716,60;335,00;;;
46;Mar 10, 2021;1.713,60;1.722,90;1.711,00;1.721,50;412,00;;;
47;Mar 11, 2021;1.725,60;1.737,50;1.720,20;1.722,30;18,00;;;
48;Mar 12, 2021;1.715,90;1.722,50;1.699,00;1.719,50;80,00;;;
49;Mar 14, 2021;1.729,50;1.731,90;1.722,80;1.728,90;147,00;;;
50;Mar 15, 2021;1.732,30;1.733,90;1.726,00;1.730,60;729,00;;;
51;Mar 16, 2021;1.735,30;1.750,10;1.725,60;1.726,80;488,00;;;
52;Mar 17, 2021;1.745,80;1.750,30;1.721,80;1.732,20;138,00;;;
53;Mar 18, 2021;1.742,20;1.742,20;1.733,60;1.741,40;13,00;;;
54;Mar 21, 2021;1.737,80;1.737,80;1.737,80;1.737,80;51,00;;;
55;Mar 22, 2021;1.724,70;1.724,70;1.724,70;1.724,70;6,00;;;
56;Mar 23, 2021;1.727,50;1.732,90;1.727,50;1.732,90;26,00;;;
57;Mar 24, 2021;1.732,70;1.733,20;1.724,50;1.724,90;15,00;;;
58;Mar 25, 2021;1.721,30;1.732,20;1.721,30;1.732,20;33,00;;;
59;Mar 28, 2021;1.712,10;1.712,10;1.712,10;1.712,10;135.457,00;;;
60;Mar 29, 2021;1.711,00;1.712,60;1.676,50;1.683,90;25.316,00;;;
61;Mar 30, 2021;1.683,70;1.713,80;1.676,50;1.713,80;762,00;;;
62;Mar 31, 2021;1.706,80;1.728,80;1.706,40;1.726,50;720,00;;;
63;Apr 04, 2021;1.727,90;1.729,70;1.721,90;1.727,00;275,00;;;
64;Apr 05, 2021;1.726,90;1.744,80;1.726,90;1.741,50;890,00;;;
65;Apr 06, 2021;1.742,70;1.742,70;1.733,70;1.740,10;557,00;;;
66;Apr 07, 2021;1.736,00;1.758,00;1.734,60;1.756,80;1.298,00;;;
67;Apr 08, 2021;1.750,80;1.750,80;1.733,30;1.743,30;484,00;;;
68;Apr 11, 2021;1.740,80;1.740,80;1.726,70;1.731,20;40,00;;;
69;Apr 12, 2021;1.733,80;1.746,90;1.722,10;1.746,20;367,00;;;
70;Apr 13, 2021;1.741,30;1.745,90;1.732,70;1.734,90;1.037,00;;;
71;Apr 14, 2021;1.740,10;1.767,90;1.740,10;1.765,40;368,00;;;
72;Apr 15, 2021;1.770,40;1.779,50;1.770,10;1.779,00;625,00;;;
73;Apr 18, 2021;1.782,10;1.788,50;1.769,40;1.769,40;144,00;;;
74;Apr 19, 2021;1.769,30;1.777,30;1.765,50;1.777,30;1.464,00;;;
75;Apr 20, 2021;1.783,00;1.794,10;1.777,70;1.792,30;250,00;;;
76;Apr 21, 2021;1.794,20;1.794,20;1.779,50;1.781,20;159,00;;;
77;Apr 22, 2021;1.786,10;1.794,50;1.772,00;1.777,00;332,00;;;
78;Apr 25, 2021;1.778,00;1.779,70;1.770,80;1.779,20;549,00;;;
79;Apr 26, 2021;1.780,00;1.782,00;1.777,70;1.778,00;117,00;;;
80;Apr 27, 2021;1.768,20;1.774,00;1.764,60;1.773,20;756,00;;;
81;Apr 28, 2021;1.781,00;1.789,00;1.758,60;1.768,10;196,00;;;
82;Apr 29, 2021;1.771,80;1.771,80;1.763,90;1.767,30;18,00;;;
83;May 02, 2021;1.788,50;1.793,00;1.788,50;1.791,40;18,00;;;
84;May 03, 2021;1.788,20;1.788,50;1.774,80;1.775,80;182,00;;;
85;May 04, 2021;1.781,50;1.784,10;1.779,20;1.784,10;57,00;;;
86;May 05, 2021;1.788,90;1.815,50;1.787,60;1.815,50;13,00;;;
87;May 06, 2021;1.842,90;1.842,90;1.831,10;1.831,10;2,00;;;
88;May 09, 2021;1.835,60;1.845,60;1.835,40;1.837,50;13,00;;;
89;May 10, 2021;1.837,20;1.838,10;1.831,60;1.835,90;420,00;;;
90;May 11, 2021;1.825,20;1.825,20;1.821,70;1.822,60;3,00;;;
91;May 12, 2021;1.814,70;1.826,80;1.814,10;1.823,80;100,00;;;
92;May 13, 2021;1.824,50;1.842,90;1.824,50;1.837,90;41,00;;;
93;May 16, 2021;1.849,90;1.867,50;1.847,20;1.867,50;13,00;;;
94;May 17, 2021;1.870,50;1.870,50;1.867,80;1.867,80;3,00;;;
95;May 18, 2021;1.866,40;1.884,90;1.863,60;1.881,30;348,00;;;
96;May 19, 2021;1.865,50;1.885,00;1.864,80;1.881,80;85,00;;;
97;May 20, 2021;1.872,10;1.876,70;1.872,10;1.876,70;5,00;;;
98;May 23, 2021;1.882,10;1.884,60;1.882,10;1.884,60;39,00;;;
99;May 24, 2021;1.882,50;1.898,10;1.882,50;1.898,10;56,00;;;
100;May 25, 2021;1.901,30;1.901,30;1.901,30;1.901,30;170.526,00;;;
101;May 26, 2021;1.896,80;1.903,90;1.888,20;1.895,70;35.794,00;;;
102;May 27, 2021;1.897,50;1.905,40;1.881,90;1.902,50;2.415,00;;;
103;May 31, 2021;1.905,10;1.916,20;1.892,80;1.902,90;640,00;;;
104;Jun 01, 2021;1.899,20;1.908,80;1.896,00;1.907,50;1.267,00;;;
105;Jun 02, 2021;1.908,80;1.908,80;1.865,00;1.871,20;1.021,00;;;
106;Jun 03, 2021;1.869,30;1.895,50;1.854,00;1.889,80;367,00;;;
107;Jun 06, 2021;1.890,50;1.899,70;1.883,20;1.896,80;87,00;;;
108;Jun 07, 2021;1.896,50;1.902,90;1.890,00;1.892,20;930,00;;;
109;Jun 08, 2021;1.894,90;1.897,70;1.889,20;1.893,20;148,00;;;
110;Jun 09, 2021;1.887,70;1.899,80;1.871,50;1.894,20;186,00;;;
111;Jun 10, 2021;1.900,90;1.902,30;1.875,20;1.877,40;349,00;;;
112;Jun 13, 2021;1.866,20;1.866,60;1.846,50;1.864,00;41,00;;;
113;Jun 14, 2021;1.866,40;1.867,20;1.854,40;1.854,50;78,00;;;
114;Jun 15, 2021;1.859,40;1.860,10;1.809,20;1.859,50;117,00;;;
115;Jun 16, 2021;1.811,80;1.823,30;1.769,60;1.773,80;1.135,00;;;
116;Jun 17, 2021;1.775,70;1.792,40;1.767,90;1.767,90;354,00;;;
117;Jun 20, 2021;1.768,80;1.785,20;1.766,80;1.781,80;38,00;;;
118;Jun 21, 2021;1.783,40;1.786,90;1.775,90;1.776,30;101,00;;;
119;Jun 22, 2021;1.780,70;1.793,20;1.780,60;1.782,30;136,00;;;
120;Jun 23, 2021;1.778,90;1.786,40;1.775,60;1.775,60;78,00;;;
121;Jun 24, 2021;1.777,70;1.788,00;1.775,20;1.776,60;35,00;;;
122;Jun 27, 2021;1.779,60;1.779,60;1.779,60;1.779,60;888,00;;;
123;Jun 28, 2021;1.776,80;1.777,10;1.752,10;1.762,80;419,00;;;
124;Jun 29, 2021;1.761,10;1.770,80;1.759,20;1.770,80;51,00;;;
125;Jun 30, 2021;1.775,70;1.781,20;1.768,80;1.775,90;44,00;;;
126;Jul 01, 2021;1.778,70;1.787,90;1.778,30;1.782,60;23,00;;;
127;Jul 05, 2021;1.786,70;1.809,80;1.786,70;1.793,50;332,00;;;
128;Jul 06, 2021;1.798,70;1.808,40;1.797,20;1.801,50;244,00;;;
129;Jul 07, 2021;1.797,00;1.818,50;1.797,00;1.799,60;148,00;;;
130;Jul 08, 2021;1.803,60;1.810,10;1.798,80;1.810,00;218,00;;;
131;Jul 11, 2021;1.802,60;1.805,50;1.799,50;1.805,50;147,00;;;
132;Jul 12, 2021;1.808,10;1.812,00;1.800,60;1.809,40;78,00;;;
133;Jul 13, 2021;1.813,10;1.829,00;1.813,10;1.824,30;707,00;;;
134;Jul 14, 2021;1.831,60;1.833,00;1.823,40;1.828,40;99,00;;;
135;Jul 15, 2021;1.830,10;1.831,40;1.814,50;1.814,50;78,00;;;
136;Jul 18, 2021;1.803,30;1.813,40;1.803,30;1.808,70;33,00;;;
137;Jul 19, 2021;1.812,90;1.824,00;1.810,90;1.810,90;128,00;;;
138;Jul 20, 2021;1.807,00;1.807,00;1.800,00;1.802,90;135,00;;;
139;Jul 21, 2021;1.793,60;1.805,00;1.793,60;1.805,00;2,00;;;
140;Jul 22, 2021;1.800,00;1.801,40;1.800,00;1.801,40;1,00;;;
141;Jul 25, 2021;1.802,50;1.802,50;1.797,20;1.798,70;17,00;;;
142;Jul 26, 2021;1.803,70;1.803,70;1.799,50;1.799,50;1,00;;;
143;Jul 27, 2021;1.799,50;1.799,50;1.799,50;1.799,50;209.783,00;;;
144;Jul 28, 2021;1.806,60;1.832,60;1.806,10;1.831,20;30.496,00;;;
145;Jul 29, 2021;1.828,00;1.830,50;1.808,90;1.812,60;31,00;;;
146;Aug 01, 2021;1.812,40;1.818,70;1.804,80;1.818,10;1.334,00;;;
147;Aug 02, 2021;1.812,30;1.813,50;1.806,00;1.810,10;3.341,00;;;
148;Aug 03, 2021;1.809,30;1.831,30;1.806,30;1.810,50;286,00;;;
149;Aug 04, 2021;1.810,80;1.813,70;1.796,00;1.805,10;588,00;;;
150;Aug 05, 2021;1.799,80;1.800,10;1.758,40;1.760,00;859,00;;;
151;Aug 08, 2021;1.753,50;1.753,80;1.692,60;1.723,40;1.621,00;;;
152;Aug 09, 2021;1.728,60;1.735,20;1.720,10;1.728,80;1.363,00;;;
153;Aug 10, 2021;1.727,30;1.752,20;1.727,30;1.750,40;542,00;;;
154;Aug 11, 2021;1.749,70;1.752,40;1.745,50;1.749,00;739,00;;;
155;Aug 12, 2021;1.758,30;1.777,30;1.757,40;1.775,20;436,00;;;
156;Aug 15, 2021;1.776,90;1.787,80;1.771,90;1.786,90;219,00;;;
157;Aug 16, 2021;1.787,70;1.794,20;1.780,00;1.785,00;200,00;;;
158;Aug 17, 2021;1.787,80;1.791,50;1.779,00;1.781,60;263,00;;;
159;Aug 18, 2021;1.780,00;1.789,30;1.775,50;1.780,20;245,00;;;
160;Aug 19, 2021;1.784,10;1.787,50;1.778,20;1.781,00;235,00;;;
161;Aug 22, 2021;1.776,80;1.804,80;1.776,80;1.803,20;32,00;;;
162;Aug 23, 2021;1.801,00;1.805,60;1.801,00;1.805,60;22,00;;;
163;Aug 24, 2021;1.792,00;1.792,90;1.784,00;1.788,20;812,00;;;
164;Aug 25, 2021;1.787,40;1.792,20;1.781,00;1.792,20;61,00;;;
165;Aug 26, 2021;1.803,40;1.816,60;1.803,10;1.816,60;1.219,00;;;
166;Aug 29, 2021;1.818,20;1.820,30;1.807,80;1.809,00;684,00;;;
167;Aug 30, 2021;1.815,90;1.815,90;1.801,10;1.815,00;82,00;;;
168;Aug 31, 2021;1.813,50;1.815,90;1.809,50;1.813,10;114,00;;;
169;Sep 01, 2021;1.813,20;1.813,90;1.806,80;1.808,70;26,00;;;
170;Sep 02, 2021;1.820,90;1.833,90;1.818,90;1.830,90;53,00;;;
171;Sep 06, 2021;1.825,70;1.825,70;1.792,70;1.795,90;48,00;;;
172;Sep 07, 2021;1.781,70;1.790,70;1.781,70;1.790,70;69,00;;;
173;Sep 08, 2021;1.798,70;1.798,70;1.787,90;1.797,40;49,00;;;
174;Sep 09, 2021;1.789,60;1.789,60;1.789,60;1.789,60;,;;;
175;Sep 12, 2021;1.789,80;1.796,00;1.784,00;1.792,00;533,00;;;
176;Sep 13, 2021;1.791,40;1.806,20;1.783,00;1.804,70;764,00;;;
177;Sep 14, 2021;1.803,70;1.803,70;1.792,40;1.792,40;59,00;;;
178;Sep 15, 2021;1.792,90;1.792,90;1.743,90;1.754,60;1.645,00;;;
179;Sep 16, 2021;1.758,80;1.763,00;1.749,40;1.749,40;581,00;;;
180;Sep 19, 2021;1.751,80;1.761,80;1.750,90;1.761,80;185,00;;;
181;Sep 20, 2021;1.762,20;1.776,00;1.759,00;1.776,00;106,00;;;
182;Sep 21, 2021;1.776,70;1.784,30;1.767,00;1.776,70;17,00;;;
183;Sep 22, 2021;1.766,80;1.766,80;1.738,20;1.747,70;31,00;;;
184;Sep 23, 2021;1.749,70;1.749,70;1.745,00;1.749,70;76,00;;;
185;Sep 26, 2021;1.751,70;1.754,40;1.747,50;1.750,00;808,00;;;
186;Sep 27, 2021;1.739,60;1.741,70;1.726,80;1.735,80;15.748,00;;;
187;Sep 28, 2021;1.732,40;1.744,10;1.721,40;1.721,50;6.634,00;;;
188;Sep 29, 2021;1.725,50;1.760,30;1.724,50;1.755,30;997,00;;;
189;Sep 30, 2021;1.754,30;1.762,60;1.748,50;1.757,00;222,00;;;
190;Oct 03, 2021;1.764,50;1.768,90;1.749,50;1.766,20;417,00;;;
191;Oct 04, 2021;1.764,30;1.764,30;1.749,00;1.759,60;98,00;;;
192;Oct 05, 2021;1.759,30;1.762,90;1.744,70;1.760,50;56,00;;;
193;Oct 06, 2021;1.762,40;1.762,40;1.752,80;1.757,90;336,00;;;
194;Oct 07, 2021;1.757,00;1.780,00;1.754,20;1.756,30;254,00;;;
195;Oct 10, 2021;1.756,60;1.757,80;1.752,20;1.754,60;128,00;;;
196;Oct 11, 2021;1.751,90;1.768,00;1.749,80;1.758,30;139,00;;;
197;Oct 12, 2021;1.760,80;1.794,50;1.760,80;1.793,70;150,00;;;
198;Oct 13, 2021;1.792,20;1.799,90;1.792,00;1.796,70;337,00;;;
199;Oct 14, 2021;1.794,50;1.795,40;1.766,60;1.767,20;874,00;;;
200;Oct 17, 2021;1.761,60;1.770,10;1.759,50;1.764,80;266,00;;;
201;Oct 18, 2021;1.777,60;1.785,00;1.767,50;1.769,70;51,00;;;
202;Oct 19, 2021;1.774,60;1.785,60;1.774,00;1.784,10;127,00;;;
203;Oct 20, 2021;1.782,00;1.785,70;1.781,00;1.781,20;146,00;;;
204;Oct 21, 2021;1.787,10;1.806,90;1.784,00;1.795,50;532,00;;;
205;Oct 24, 2021;1.794,30;1.809,00;1.794,00;1.806,00;140,00;;;
206;Oct 25, 2021;1.808,80;1.808,80;1.788,60;1.792,70;359,00;;;
207;Oct 26, 2021;1.791,50;1.798,10;1.791,50;1.797,90;543,00;;;
208;Oct 27, 2021;1.795,50;1.807,30;1.795,50;1.801,60;452,00;;;
209;Oct 28, 2021;1.793,10;1.797,00;1.774,60;1.783,00;583,00;;;
210;Oct 31, 2021;1.787,50;1.795,10;1.786,70;1.795,10;142,00;;;
211;Nov 01, 2021;1.790,50;1.795,50;1.787,70;1.788,70;213,00;;;
212;Nov 02, 2021;1.768,00;1.768,00;1.761,80;1.763,60;108,00;;;
213;Nov 03, 2021;1.776,60;1.798,20;1.776,20;1.793,00;103,00;;;
214;Nov 04, 2021;1.794,90;1.817,10;1.794,90;1.816,40;239,00;;;
215;Nov 08, 2021;1.817,00;1.827,40;1.816,90;1.827,40;261,00;;;
216;Nov 09, 2021;1.826,10;1.832,70;1.820,70;1.830,20;170,00;;;
217;Nov 10, 2021;1.825,80;1.865,00;1.824,90;1.847,60;795,00;;;
218;Nov 11, 2021;1.853,90;1.866,50;1.853,90;1.863,20;292,00;;;
219;Nov 12, 2021;1.860,80;1.867,90;1.847,60;1.867,90;210,00;;;
220;Nov 15, 2021;1.864,50;1.866,90;1.864,50;1.866,10;87,00;;;
221;Nov 16, 2021;1.853,60;1.853,60;1.853,60;1.853,60;1,00;;;
222;Nov 17, 2021;1.862,60;1.869,70;1.862,60;1.869,70;2,00;;;
223;Nov 18, 2021;1.861,00;1.861,00;1.861,00;1.861,00;9,00;;;
224;Nov 19, 2021;1.851,20;1.851,20;1.851,20;1.851,20;21,00;;;
225;Nov 22, 2021;1.841,60;1.841,60;1.805,70;1.806,00;14,00;;;
226;Nov 23, 2021;1.795,50;1.795,50;1.783,50;1.783,50;264,00;;;
227;Nov 24, 2021;1.793,00;1.793,00;1.781,40;1.784,10;188,00;;;
228;Nov 26, 2021;1.791,10;1.791,40;1.785,30;1.785,30;1.868,00;;;
229;Nov 29, 2021;1.791,70;1.798,90;1.779,10;1.782,30;26.926,00;;;
230;Nov 30, 2021;1.783,90;1.808,10;1.768,70;1.773,60;4.903,00;;;
231;Dec 01, 2021;1.774,80;1.790,50;1.772,30;1.781,60;1.128,00;;;
232;Dec 02, 2021;1.780,90;1.780,90;1.760,60;1.760,70;1.557,00;;;
233;Dec 03, 2021;1.767,50;1.785,10;1.766,50;1.782,00;694,00;;;
234;Dec 06, 2021;1.780,20;1.783,00;1.777,20;1.777,50;381,00;;;
235;Dec 07, 2021;1.779,50;1.786,10;1.772,30;1.782,60;308,00;;;
236;Dec 08, 2021;1.789,90;1.789,90;1.779,00;1.783,40;1.383,00;;;
237;Dec 09, 2021;1.783,50;1.783,50;1.771,80;1.774,60;455,00;;;
238;Dec 10, 2021;1.773,80;1.785,40;1.769,10;1.782,90;545,00;;;
239;Dec 13, 2021;1.784,40;1.787,10;1.783,80;1.786,30;206,00;;;
240;Dec 14, 2021;1.787,00;1.787,00;1.769,00;1.770,40;322,00;;;
241;Dec 15, 2021;1.767,40;1.778,70;1.753,90;1.762,60;283,00;;;
242;Dec 16, 2021;1.781,00;1.798,10;1.781,00;1.796,60;21,00;;;
243;Dec 17, 2021;1.804,00;1.812,90;1.803,80;1.803,80;654,00;;;
244;Dec 20, 2021;1.796,80;1.799,80;1.792,00;1.793,70;226,00;;;
245;Dec 21, 2021;1.791,40;1.796,50;1.787,90;1.787,90;575,00;;;
246;Dec 22, 2021;1.786,00;1.805,20;1.785,50;1.801,60;567,00;;;
247;Dec 23, 2021;1.806,00;1.811,20;1.800,80;1.811,20;193,00;;;
248;Dec 27, 2021;1.810,00;1.812,10;1.807,00;1.808,10;150,00;;;
249;Dec 28, 2021;1.812,00;1.818,00;1.805,50;1.810,20;146,00;;;
250;Dec 29, 2021;1.803,20;1.805,10;1.791,40;1.805,10;623,00;;;
251;Dec 30, 2021;1.801,70;1.816,00;1.796,00;1.812,70;306,00;;;
252;Dec 31, 2021;1.825,10;1.827,80;1.821,40;1.827,50;80,00;;;
253;Jan 03, 2022;1.830,10;1.830,10;1.798,80;1.799,40;116,00;;;
254;Jan 04, 2022;1.800,50;1.815,30;1.800,00;1.814,00;38,00;;;
255;Jan 05, 2022;1.813,10;1.824,60;1.813,10;1.824,60;8,00;;;
256;Jan 06, 2022;1.787,10;1.791,30;1.787,10;1.788,70;30,00;;;
257;Jan 07, 2022;1.791,80;1.797,00;1.784,40;1.797,00;17,00;;;
258;Jan 10, 2022;1.794,90;1.798,70;1.790,40;1.798,40;534,00;;;
259;Jan 11, 2022;1.803,90;1.822,50;1.803,00;1.818,60;743,00;;;
260;Jan 12, 2022;1.819,00;1.827,20;1.816,90;1.827,20;1.547,00;;;
261;Jan 13, 2022;1.819,80;1.823,00;1.815,40;1.821,20;40,00;;;
262;Jan 14, 2022;1.821,50;1.822,00;1.816,50;1.816,50;816,00;;;
263;Jan 18, 2022;1.816,80;1.820,10;1.812,30;1.812,30;900,00;;;
264;Jan 19, 2022;1.817,40;1.843,10;1.817,40;1.843,10;4,00;;;
265;Jan 20, 2022;1.840,60;1.843,00;1.838,20;1.842,50;20,00;;;
266;Jan 21, 2022;1.838,00;1.842,40;1.828,90;1.831,80;19,00;;;
267;Jan 24, 2022;1.837,90;1.842,10;1.837,90;1.841,70;8,00;;;
268;Jan 25, 2022;1.843,00;1.852,70;1.842,00;1.852,70;11,00;;;
269;Jan 26, 2022;1.829,90;1.829,90;1.829,90;1.829,90;55,00;;;
270;Jan 27, 2022;1.793,30;1.793,30;1.793,30;1.793,30;196.036,00;;;
271;Jan 28, 2022;1.797,50;1.798,40;1.778,80;1.784,90;28.521,00;;;
272;Jan 31, 2022;1.788,50;1.798,50;1.785,10;1.795,00;1.735,00;;;
273;Feb 01, 2022;1.797,20;1.806,10;1.797,10;1.800,30;223,00;;;
274;Feb 02, 2022;1.797,80;1.810,10;1.795,10;1.809,20;169,00;;;
275;Feb 03, 2022;1.805,80;1.808,10;1.787,90;1.803,00;466,00;;;
276;Feb 04, 2022;1.806,00;1.813,70;1.792,50;1.806,60;571,00;;;
277;Feb 07, 2022;1.812,20;1.821,30;1.809,10;1.820,60;601,00;;;
278;Feb 08, 2022;1.818,90;1.827,60;1.815,00;1.826,60;108,00;;;
279;Feb 09, 2022;1.825,40;1.835,20;1.825,30;1.835,20;683,00;;;
280;Feb 10, 2022;1.833,30;1.842,10;1.820,80;1.836,20;365,00;;;
281;Feb 11, 2022;1.822,00;1.864,80;1.822,00;1.840,80;181,00;;;
282;Feb 14, 2022;1.861,80;1.870,60;1.854,60;1.868,00;79,00;;;
283;Feb 15, 2022;1.872,60;1.879,70;1.847,40;1.854,80;86,00;;;
284;Feb 16, 2022;1.858,70;1.870,20;1.856,30;1.870,20;34,00;;;
285;Feb 17, 2022;1.876,30;1.900,70;1.876,20;1.900,70;393,00;;;
286;Feb 18, 2022;1.899,40;1.899,40;1.890,70;1.898,60;51,00;;;
287;Feb 22, 2022;1.908,10;1.912,00;1.890,80;1.906,10;173,00;;;
288;Feb 23, 2022;1.896,60;1.910,60;1.895,70;1.909,20;73,00;;;
289;Feb 24, 2022;1.911,90;1.972,50;1.911,70;1.925,10;2.706,00;;;
290;Feb 25, 2022;1.906,90;1.920,00;1.883,60;1.886,50;586,00;;;
291;Feb 28, 2022;1.928,30;1.928,40;1.894,20;1.899,40;390,00;;;
292;Mar 01, 2022;1.908,30;1.942,40;1.903,80;1.942,40;547,00;;;
293;Mar 02, 2022;1.945,60;1.948,20;1.919,80;1.920,90;109,00;;;
294;Mar 03, 2022;1.930,50;1.940,30;1.924,80;1.934,40;122,00;;;
295;Mar 04, 2022;1.937,00;1.970,90;1.935,60;1.965,10;47,00;;;
296;Mar 07, 2022;1.989,00;2.001,10;1.963,00;1.993,90;2.516,00;;;
297;Mar 08, 2022;1.999,40;2.072,00;1.998,00;2.040,10;1.813,00;;;
298;Mar 09, 2022;2.053,60;2.063,00;1.980,80;1.985,90;1.022,00;;;
299;Mar 10, 2022;1.978,10;2.010,50;1.978,10;1.998,10;670,00;;;
300;Mar 11, 2022;1.985,00;1.996,00;1.959,90;1.982,70;865,00;;;
301;Mar 13, 2022;1.976,50;1.977,70;1.959,60;1.959,60;145,00;;;
302;Mar 14, 2022;1.939,80;1.939,90;1.910,70;1.928,50;71,00;;;
303;Mar 15, 2022;1.922,40;1.922,40;1.907,20;1.908,00;104,00;;;
304;Mar 16, 2022;1.933,90;1.947,20;1.933,90;1.942,10;39,00;;;
305;Mar 17, 2022;1.934,50;1.939,30;1.928,20;1.928,20;28,00;;;
306;Mar 20, 2022;1.925,40;1.928,60;1.925,00;1.928,60;5,00;;;
307;Mar 21, 2022;1.920,70;1.920,70;1.920,70;1.920,70;26,00;;;
308;Mar 22, 2022;1.936,60;1.936,60;1.936,60;1.936,60;204,00;;;
309;Mar 23, 2022;1.963,60;1.964,00;1.961,60;1.961,60;8,00;;;
310;Mar 24, 2022;1.953,80;1.953,80;1.953,80;1.953,80;83,00;;;
311;Mar 27, 2022;1.932,60;1.939,60;1.932,60;1.939,60;7,00;;;
312;Mar 28, 2022;1.893,50;1.912,00;1.893,50;1.912,00;128.051,00;;;
313;Mar 29, 2022;1.918,40;1.937,00;1.914,50;1.933,50;17.765,00;;;
314;Mar 30, 2022;1.933,50;1.949,90;1.919,10;1.949,20;3.617,00;;;
315;Mar 31, 2022;1.935,00;1.938,00;1.917,00;1.919,10;1.016,00;;;
316;Apr 03, 2022;1.921,20;1.936,10;1.915,60;1.929,20;371,00;;;
317;Apr 04, 2022;1.927,10;1.943,50;1.918,40;1.922,90;412,00;;;
318;Apr 05, 2022;1.916,70;1.931,80;1.916,70;1.918,40;138,00;;;
319;Apr 06, 2022;1.919,50;1.934,80;1.919,50;1.933,80;311,00;;;
320;Apr 07, 2022;1.928,80;1.947,70;1.928,80;1.941,60;153,00;;;
321;Apr 10, 2022;1.946,60;1.968,40;1.941,80;1.944,30;163,00;;;
322;Apr 11, 2022;1.952,50;1.977,10;1.950,60;1.972,10;246,00;;;
323;Apr 12, 2022;1.969,50;1.981,00;1.969,50;1.981,00;204,00;;;
324;Apr 13, 2022;1.977,20;1.978,70;1.963,00;1.970,90;101,00;;;
325;Apr 17, 2022;1.973,40;1.997,10;1.972,80;1.982,90;196,00;;;
326;Apr 18, 2022;1.973,80;1.978,30;1.945,70;1.955,70;130,00;;;
327;Apr 19, 2022;1.945,50;1.953,60;1.945,50;1.952,30;621,00;;;
328;Apr 20, 2022;1.942,50;1.944,90;1.942,50;1.944,90;4,00;;;
329;Apr 21, 2022;1.949,60;1.950,40;1.930,20;1.931,00;178,00;;;
330;Apr 24, 2022;1.925,00;1.925,00;1.889,30;1.893,20;748,00;;;
331;Apr 25, 2022;1.900,50;1.909,10;1.894,00;1.901,40;302,00;;;
332;Apr 26, 2022;1.897,80;1.900,60;1.882,20;1.885,90;1.786,00;;;
333;Apr 27, 2022;1.883,80;1.893,00;1.872,90;1.888,70;513,00;;;
334;Apr 28, 2022;1.902,70;1.918,20;1.902,40;1.909,30;132,00;;;
335;May 01, 2022;1.896,70;1.896,80;1.853,00;1.861,80;385,00;;;
336;May 02, 2022;1.868,80;1.868,80;1.868,80;1.868,80;466,00;;;
337;May 03, 2022;1.867,00;1.867,00;1.867,00;1.867,00;1,00;;;
338;May 04, 2022;1.897,00;1.904,30;1.874,00;1.874,00;80,00;;;
339;May 05, 2022;1.874,70;1.890,30;1.871,50;1.881,20;214,00;;;
340;May 08, 2022;1.866,60;1.867,50;1.854,00;1.857,10;304,00;;;
341;May 09, 2022;1.839,90;1.839,90;1.839,90;1.839,90;154,00;;;
342;May 10, 2022;1.841,50;1.852,60;1.841,00;1.852,60;892,00;;;
343;May 11, 2022;1.849,80;1.851,90;1.822,20;1.823,80;153,00;;;
344;May 12, 2022;1.825,00;1.825,00;1.807,40;1.807,40;335,00;;;
345;May 15, 2022;1.790,50;1.813,50;1.787,00;1.813,50;34,00;;;
346;May 16, 2022;1.824,90;1.828,60;1.816,70;1.818,20;121,00;;;
347;May 17, 2022;1.815,00;1.819,70;1.805,00;1.815,90;311,00;;;
348;May 18, 2022;1.810,90;1.841,20;1.810,70;1.841,20;138,00;;;
349;May 19, 2022;1.839,10;1.841,80;1.836,30;1.841,80;110,00;;;
350;May 22, 2022;1.846,30;1.863,00;1.845,80;1.847,80;216,00;;;
