"""Tanggal"",""Terakhir"",""Pembukaan"",""Tertinggi"",""Terendah"",""Vol."",""Perubahan%"""
"""43749"",""1489,85"",""1494,46"",""1503,49"",""1474,3"","""",""-0,003"""
"""43752"",""1492,9"",""1488,6"",""1497,1"",""1482,6"","""",""0,002"""
"""43753"",""1481,17"",""1493,25"",""1497,99"",""1477,46"","""",""-0,0079"""
"""43754"",""1489,77"",""1481,28"",""1491,6"",""1477,05"","""",""0,0058"""
"""43755"",""1491,89"",""1490,4"",""1497,43"",""1483,35"","""",""0,0014"""
"""43756"",""1490,1"",""1492,32"",""1494,33"",""1484,8"","""",""-0,0012"""
"""43759"",""1484,5"",""1492,02"",""1495,31"",""1481,75"","""",""-0,0038"""
"""43760"",""1488,05"",""1484,66"",""1489,17"",""1480,84"","""",""0,0024"""
"""43761"",""1492,1"",""1488,2"",""1496,24"",""1487,49"","""",""0,0027"""
"""43762"",""1503,65"",""1492,3"",""1504,21"",""1488,02"","""",""0,0077"""
"""43763"",""1504,73"",""1504,75"",""1518,1"",""1500,55"","""",""0,0007"""
"""43766"",""1492,69"",""1504,21"",""1508,36"",""1489,65"","""",""-0,008"""
"""43767"",""1487,6"",""1492,64"",""1495"",""1483,71"","""",""-0,0034"""
"""43768"",""1495,4"",""1487,6"",""1496,8"",""1481,02"","""",""0,0052"""
"""43769"",""1513,36"",""1496,39"",""1514,39"",""1493,64"","""",""0,012"""
"""43770"",""1513,95"",""1513,53"",""1515,81"",""1503,3"","""",""0,0004"""
"""43773"",""1509,63"",""1513,8"",""1514,93"",""1504,46"","""",""-0,0029"""
"""43774"",""1484,1"",""1509,64"",""1509,9"",""1479,35"","""",""-0,0169"""
"""43775"",""1490,46"",""1484,1"",""1494,3"",""1482,21"","""",""0,0043"""
"""43776"",""1468,07"",""1490,29"",""1492,32"",""1461"","""",""-0,015"""
"""43777"",""1458,66"",""1468,01"",""1473,25"",""1456,05"","""",""-0,0064"""
"""43780"",""1455,9"",""1458,96"",""1466,59"",""1448,14"","""",""-0,0019"""
"""43781"",""1457,19"",""1455,79"",""1460,32"",""1445,43"","""",""0,0009"""
"""43782"",""1463,19"",""1457,19"",""1467,14"",""1455,9"","""",""0,0041"""
"""43783"",""1471,2"",""1463,18"",""1474,48"",""1460,76"","""",""0,0055"""
"""43784"",""1467,37"",""1471,2"",""1471,43"",""1462,05"","""",""-0,0026"""
"""43787"",""1470,85"",""1467,51"",""1474,1"",""1455,97"","""",""0,0024"""
"""43788"",""1472,38"",""1470,85"",""1475,5"",""1464,3"","""",""0,001"""
"""43789"",""1471,25"",""1472,39"",""1478,9"",""1465,66"","""",""-0,0008"""
"""43790"",""1464,4"",""1471,4"",""1475,85"",""1462,43"","""",""-0,0047"""
"""43791"",""1462,29"",""1464,4"",""1473,15"",""1461"","""",""-0,0014"""
"""43794"",""1454,97"",""1462,14"",""1462,14"",""1453,5"","""",""-0,005"""
"""43795"",""1461,6"",""1455,28"",""1463,06"",""1450,7"","""",""0,0046"""
"""43796"",""1454,35"",""1461,35"",""1461,82"",""1452,2"","""",""-0,005"""
"""43797"",""1458,34"",""1456,85"",""1458,45"",""1454,19"","""",""0,0027"""
"""43798"",""1464,8"",""1456,7"",""1467,21"",""1453,38"","""",""0,0044"""
"""43801"",""1462,44"",""1466,73"",""1466,73"",""1453,7"","""",""-0,0016"""
"""43802"",""1477,34"",""1462,5"",""1481,9"",""1458,87"","""",""0,0102"""
"""43803"",""1474,35"",""1477,21"",""1484,25"",""1471,21"","""",""-0,002"""
"""43804"",""1475,7"",""1474,06"",""1480,5"",""1472,6"","""",""0,0009"""
"""43805"",""1459,76"",""1475,85"",""1477,15"",""1458,42"","""",""-0,0108"""
"""43808"",""1461,99"",""1459,19"",""1465,5"",""1458,55"","""",""0,0015"""
"""43809"",""1464,21"",""1462,08"",""1469,24"",""1459,55"","""",""0,0015"""
"""43810"",""1474,85"",""1464,04"",""1478,9"",""1462,14"","""",""0,0073"""
"""43811"",""1469,43"",""1474,85"",""1486,9"",""1464,45"","""",""-0,0037"""
"""43812"",""1475,81"",""1469,62"",""1478"",""1462,41"","""",""0,0043"""
"""43815"",""1476,25"",""1475,45"",""1479,86"",""1472,8"","""",""0,0003"""
"""43816"",""1476,45"",""1476,25"",""1480,61"",""1474,06"","""",""0,0001"""
